Episode,AvgReward,P1_WinRate,P1_Annihil,P1_Attrit,P2_Annihil,P2_Attrit,DrawRate,AvgSteps,Timestamp
1700,-277.12,0.66,0.29,0.37,0.09,0.06,0.19,1260.3,2025-11-30T19:56:49.451616
1800,-198.84,0.66,0.35,0.31,0.11,0.11,0.12,1221.1,2025-11-30T20:00:38.598029
1900,-226.13,0.69,0.34,0.35,0.13,0.10,0.08,1272.2,2025-11-30T20:04:37.063240
2000,-166.40,0.68,0.37,0.31,0.14,0.07,0.11,1199.1,2025-11-30T20:08:23.018858
2100,-275.79,0.63,0.21,0.42,0.18,0.09,0.10,1275.2,2025-11-30T20:14:22.288886
2200,-261.43,0.58,0.24,0.34,0.18,0.06,0.18,1274.0,2025-11-30T20:18:20.897035
2300,-271.91,0.64,0.28,0.36,0.12,0.10,0.14,1284.7,2025-11-30T20:22:21.874427
2400,-222.88,0.65,0.32,0.33,0.15,0.06,0.14,1256.0,2025-11-30T20:26:17.335699
2500,-213.74,0.67,0.34,0.33,0.14,0.09,0.10,1238.3,2025-11-30T20:30:10.250541
2600,150.12,0.71,0.62,0.09,0.15,0.05,0.09,872.0,2025-11-30T20:34:15.617877
2700,201.05,0.75,0.72,0.03,0.11,0.06,0.08,831.9,2025-11-30T20:36:58.119803
2800,176.76,0.75,0.69,0.06,0.09,0.12,0.04,833.0,2025-11-30T20:39:40.451262
2900,152.63,0.74,0.65,0.09,0.13,0.02,0.11,881.4,2025-11-30T20:42:31.283689
3000,213.05,0.74,0.70,0.04,0.14,0.02,0.10,804.3,2025-11-30T20:45:09.252108
3100,67.94,0.68,0.55,0.13,0.11,0.07,0.14,918.0,2025-11-30T20:51:28.617278
3200,101.47,0.61,0.48,0.13,0.24,0.05,0.10,917.4,2025-11-30T20:54:25.429040
3300,58.66,0.74,0.57,0.17,0.11,0.03,0.12,953.9,2025-11-30T20:57:27.900478
3400,79.09,0.76,0.57,0.19,0.12,0.05,0.07,929.7,2025-11-30T21:00:27.014187
3500,64.36,0.74,0.51,0.23,0.15,0.03,0.08,935.9,2025-11-30T21:03:26.263898
3600,139.09,0.65,0.59,0.06,0.17,0.05,0.13,884.0,2025-11-30T21:07:52.453072
3700,130.65,0.62,0.49,0.13,0.24,0.05,0.09,880.8,2025-11-30T21:10:46.072872
3800,66.05,0.66,0.50,0.16,0.17,0.07,0.10,934.4,2025-11-30T21:13:45.923046
3900,95.51,0.57,0.40,0.17,0.28,0.07,0.08,876.6,2025-11-30T21:16:36.451440
4000,-19.05,0.66,0.45,0.21,0.16,0.06,0.12,1033.4,2025-11-30T21:19:53.795413
4100,-158.34,0.71,0.31,0.40,0.15,0.06,0.08,1145.8,2025-11-30T21:26:54.516217
4200,-155.65,0.70,0.34,0.36,0.11,0.08,0.11,1124.7,2025-11-30T21:30:27.229469
4300,-195.44,0.74,0.29,0.45,0.14,0.03,0.09,1172.8,2025-11-30T21:34:08.648484
4400,-200.19,0.70,0.31,0.39,0.13,0.05,0.12,1185.6,2025-11-30T21:37:52.709218
4500,-171.66,0.74,0.32,0.42,0.13,0.03,0.10,1148.1,2025-11-30T21:41:30.614062
4600,-130.87,0.58,0.21,0.37,0.26,0.10,0.06,1098.7,2025-11-30T21:48:22.243794
4700,-85.36,0.72,0.34,0.38,0.17,0.07,0.04,1057.3,2025-11-30T21:51:44.123603
4800,-158.26,0.60,0.24,0.36,0.22,0.07,0.11,1130.1,2025-11-30T21:55:18.292965
4900,-193.76,0.62,0.26,0.36,0.16,0.13,0.09,1160.3,2025-11-30T21:58:57.414751
5000,-200.27,0.54,0.20,0.34,0.22,0.11,0.13,1174.7,2025-11-30T22:02:40.306666
5100,135.72,0.55,0.51,0.04,0.31,0.04,0.10,967.5,2025-11-30T22:07:56.879464
5200,68.57,0.59,0.50,0.09,0.24,0.06,0.11,1003.0,2025-11-30T22:11:09.533508
5300,-58.07,0.57,0.40,0.17,0.19,0.10,0.14,1109.6,2025-11-30T22:14:39.315140
5400,22.68,0.53,0.39,0.14,0.34,0.04,0.09,1092.5,2025-11-30T22:18:06.661644
5500,-2.55,0.61,0.48,0.13,0.18,0.09,0.12,1067.5,2025-11-30T22:21:30.310550
5600,-219.60,0.50,0.23,0.27,0.20,0.11,0.19,1235.2,2025-11-30T22:27:45.013926
5700,-191.06,0.66,0.29,0.37,0.18,0.06,0.10,1225.2,2025-11-30T22:31:35.922787
5800,-270.88,0.56,0.21,0.35,0.16,0.15,0.13,1284.7,2025-11-30T22:35:36.017977
5900,-133.79,0.57,0.27,0.30,0.25,0.11,0.07,1174.7,2025-11-30T22:39:28.682230
6000,-190.69,0.50,0.26,0.24,0.20,0.10,0.20,1191.5,2025-11-30T22:43:13.933510
6100,-126.31,0.68,0.43,0.25,0.13,0.07,0.12,1196.5,2025-11-30T22:49:41.906615
6200,-327.72,0.62,0.24,0.38,0.09,0.12,0.17,1339.0,2025-11-30T22:53:52.506485
6300,-267.16,0.78,0.34,0.44,0.09,0.05,0.08,1310.0,2025-11-30T22:57:58.535820
6400,-353.70,0.82,0.28,0.54,0.05,0.07,0.06,1373.8,2025-11-30T23:02:16.315797
6500,-367.21,0.80,0.25,0.55,0.06,0.07,0.07,1367.5,2025-11-30T23:06:32.375874
6600,-499.51,0.82,0.09,0.73,0.05,0.05,0.08,1429.4,2025-11-30T23:14:21.212482
6700,-459.57,0.84,0.13,0.71,0.07,0.02,0.07,1409.4,2025-11-30T23:18:44.753964
6800,-442.77,0.84,0.16,0.68,0.06,0.04,0.06,1414.4,2025-11-30T23:23:09.027283
6900,-448.24,0.82,0.11,0.71,0.10,0.03,0.05,1399.1,2025-11-30T23:27:30.441978
7000,-475.37,0.82,0.13,0.69,0.05,0.04,0.09,1420.0,2025-11-30T23:31:57.827328
7100,-472.99,0.81,0.12,0.69,0.08,0.02,0.09,1425.8,2025-11-30T23:39:46.222983
7200,-490.88,0.83,0.11,0.72,0.05,0.03,0.09,1410.3,2025-11-30T23:44:09.985296
7300,-501.55,0.90,0.15,0.75,0.02,0.02,0.06,1449.9,2025-11-30T23:48:40.584912
7400,-557.20,0.89,0.12,0.77,0.00,0.02,0.09,1460.5,2025-11-30T23:53:13.892642
7500,-512.04,0.84,0.11,0.73,0.04,0.01,0.11,1431.2,2025-11-30T23:57:41.595453
7600,-460.31,0.80,0.19,0.61,0.04,0.04,0.12,1414.4,2025-12-01T00:05:27.728722
7700,-521.52,0.74,0.08,0.66,0.06,0.09,0.11,1440.4,2025-12-01T00:09:56.347430
7800,-551.99,0.82,0.08,0.74,0.03,0.04,0.11,1456.2,2025-12-01T00:14:28.147712
7900,-510.06,0.75,0.10,0.65,0.05,0.07,0.13,1420.4,2025-12-01T00:18:54.322008
8000,-553.47,0.78,0.05,0.73,0.06,0.10,0.06,1472.5,2025-12-01T00:23:29.123712
8100,-570.32,0.80,0.09,0.71,0.02,0.06,0.12,1467.3,2025-12-01T00:31:25.431149
8200,-587.84,0.73,0.04,0.69,0.03,0.06,0.18,1466.0,2025-12-01T00:35:58.775417
8300,-548.12,0.79,0.10,0.69,0.03,0.07,0.11,1447.7,2025-12-01T00:40:30.367925
8400,-530.59,0.86,0.12,0.74,0.03,0.04,0.07,1454.3,2025-12-01T00:45:01.982188
8500,-551.56,0.70,0.08,0.62,0.04,0.10,0.16,1446.4,2025-12-01T00:49:31.989895
8600,-592.35,0.79,0.07,0.72,0.02,0.04,0.15,1478.5,2025-12-01T00:57:30.531329
8700,-537.73,0.76,0.09,0.67,0.06,0.06,0.12,1451.7,2025-12-01T01:02:02.335515
8800,-519.61,0.79,0.09,0.70,0.05,0.06,0.10,1435.8,2025-12-01T01:06:30.769057
8900,-609.65,0.74,0.05,0.69,0.01,0.05,0.20,1473.8,2025-12-01T01:11:06.865474
9000,-541.98,0.73,0.09,0.64,0.05,0.08,0.14,1463.2,2025-12-01T01:15:40.729020
9100,-547.93,0.74,0.05,0.69,0.05,0.08,0.13,1454.9,2025-12-01T01:23:35.232771
9200,-541.82,0.79,0.11,0.68,0.03,0.06,0.12,1455.9,2025-12-01T01:28:07.735730
9300,-555.84,0.84,0.07,0.77,0.03,0.06,0.07,1463.5,2025-12-01T01:32:41.498005
9400,-479.74,0.75,0.13,0.62,0.07,0.04,0.14,1421.7,2025-12-01T01:37:07.704403
9500,-500.77,0.72,0.09,0.63,0.08,0.07,0.13,1435.3,2025-12-01T01:41:36.115908
9600,-524.35,0.70,0.10,0.60,0.05,0.10,0.15,1436.3,2025-12-01T01:49:27.443142
9700,-505.19,0.86,0.13,0.73,0.04,0.02,0.08,1435.4,2025-12-01T01:53:55.846089
9800,-510.87,0.79,0.09,0.70,0.06,0.07,0.08,1444.5,2025-12-01T01:58:25.485329
9900,-499.04,0.74,0.11,0.63,0.07,0.06,0.13,1431.5,2025-12-01T02:02:53.813262
10000,-530.50,0.77,0.06,0.71,0.07,0.07,0.09,1446.9,2025-12-01T02:07:23.902051
10100,-495.54,0.76,0.07,0.69,0.08,0.09,0.07,1431.6,2025-12-01T02:15:13.632765
10200,-487.64,0.76,0.10,0.66,0.06,0.10,0.08,1415.1,2025-12-01T02:19:38.447619
10300,-508.15,0.79,0.12,0.67,0.03,0.06,0.12,1432.6,2025-12-01T02:24:06.702280
10400,-470.00,0.81,0.16,0.65,0.03,0.05,0.11,1426.0,2025-12-01T02:28:33.320146
10500,-425.68,0.75,0.16,0.59,0.07,0.08,0.10,1384.3,2025-12-01T02:32:52.758810
10600,-476.37,0.75,0.10,0.65,0.08,0.09,0.08,1428.3,2025-12-01T02:40:42.404554
10700,-506.26,0.71,0.05,0.66,0.10,0.06,0.13,1426.0,2025-12-01T02:45:08.961276
10800,-462.68,0.75,0.14,0.61,0.07,0.09,0.09,1419.2,2025-12-01T02:49:34.256795
10900,-495.33,0.75,0.10,0.65,0.07,0.06,0.12,1432.6,2025-12-01T02:54:02.942012
11000,-462.00,0.65,0.08,0.57,0.12,0.12,0.11,1410.9,2025-12-01T02:58:26.883960
11100,-587.29,0.73,0.02,0.71,0.05,0.09,0.13,1473.0,2025-12-01T03:06:23.976287
11200,-551.74,0.67,0.04,0.63,0.07,0.12,0.14,1445.6,2025-12-01T03:10:55.414598
11300,-582.96,0.69,0.02,0.67,0.05,0.13,0.13,1463.1,2025-12-01T03:15:28.219256
11400,-577.60,0.72,0.02,0.70,0.05,0.16,0.07,1461.4,2025-12-01T03:20:03.236282
11500,-545.23,0.68,0.06,0.62,0.06,0.15,0.11,1438.1,2025-12-01T03:24:33.364297
11600,85.72,0.54,0.50,0.04,0.23,0.04,0.19,964.1,2025-12-01T03:30:54.913310
11700,146.84,0.46,0.40,0.06,0.39,0.02,0.13,907.5,2025-12-01T03:33:51.542999
11800,157.31,0.47,0.43,0.04,0.36,0.05,0.12,876.1,2025-12-01T03:36:42.402119
11900,153.69,0.50,0.44,0.06,0.36,0.04,0.10,912.0,2025-12-01T03:39:39.757316
12000,92.92,0.57,0.48,0.09,0.25,0.06,0.12,941.2,2025-12-01T03:42:42.179620
12100,-147.43,0.43,0.19,0.24,0.29,0.16,0.12,1171.5,2025-12-01T03:49:49.047290
12200,-180.78,0.52,0.15,0.37,0.30,0.08,0.10,1195.8,2025-12-01T03:53:38.152269
12300,-149.66,0.47,0.18,0.29,0.31,0.10,0.12,1165.4,2025-12-01T03:57:18.421555
12400,-176.38,0.37,0.14,0.23,0.33,0.13,0.17,1201.4,2025-12-01T04:01:05.004481
12500,-200.87,0.44,0.15,0.29,0.28,0.11,0.17,1202.7,2025-12-01T04:04:51.666217
12600,-337.11,0.52,0.11,0.41,0.20,0.14,0.14,1323.7,2025-12-01T04:12:22.892003
12700,-380.94,0.52,0.15,0.37,0.11,0.16,0.21,1349.2,2025-12-01T04:16:34.971467
12800,-419.43,0.61,0.13,0.48,0.10,0.17,0.12,1406.3,2025-12-01T04:20:57.230786
12900,-342.79,0.60,0.20,0.40,0.10,0.18,0.12,1309.2,2025-12-01T04:25:02.900225
13000,-375.71,0.55,0.16,0.39,0.12,0.18,0.15,1383.0,2025-12-01T04:29:20.583950
13100,-144.71,0.44,0.23,0.21,0.29,0.10,0.17,1202.7,2025-12-01T04:35:01.145657
13200,8.04,0.44,0.33,0.11,0.35,0.13,0.08,1067.6,2025-12-01T04:38:24.852151
13300,30.94,0.56,0.40,0.16,0.29,0.07,0.08,1028.0,2025-12-01T04:41:41.580610
13400,-83.00,0.54,0.29,0.25,0.27,0.10,0.09,1112.3,2025-12-01T04:45:12.741284
13500,-40.92,0.57,0.35,0.22,0.29,0.09,0.05,1116.7,2025-12-01T04:48:45.164594
13600,-50.82,0.48,0.34,0.14,0.30,0.09,0.13,1144.1,2025-12-01T04:54:07.017946
13700,-41.96,0.49,0.36,0.13,0.25,0.11,0.15,1091.4,2025-12-01T04:57:34.300743
13800,-63.70,0.48,0.33,0.15,0.27,0.12,0.13,1119.7,2025-12-01T05:01:08.929134
13900,-139.59,0.41,0.24,0.17,0.28,0.14,0.17,1188.3,2025-12-01T05:04:53.635707
14000,-124.60,0.55,0.32,0.23,0.22,0.06,0.17,1159.4,2025-12-01T05:08:33.526309
14100,-180.62,0.49,0.23,0.26,0.24,0.13,0.14,1204.4,2025-12-01T05:14:32.805823
14200,-223.62,0.47,0.15,0.32,0.29,0.12,0.12,1242.7,2025-12-01T05:18:26.627000
14300,-271.43,0.42,0.13,0.29,0.27,0.13,0.18,1297.1,2025-12-01T05:22:29.772498
14400,-254.76,0.43,0.20,0.23,0.21,0.16,0.20,1284.8,2025-12-01T05:26:30.213870
14500,-157.39,0.43,0.26,0.17,0.27,0.14,0.16,1232.4,2025-12-01T05:30:22.208347
14600,-86.87,0.58,0.30,0.28,0.28,0.06,0.08,1129.3,2025-12-01T05:37:18.849056
14700,-215.91,0.49,0.21,0.28,0.24,0.06,0.21,1220.8,2025-12-01T05:41:09.532935
14800,-313.17,0.57,0.15,0.42,0.19,0.15,0.09,1315.1,2025-12-01T05:45:15.708344
14900,-349.67,0.63,0.15,0.48,0.15,0.12,0.10,1344.8,2025-12-01T05:49:26.952115
15000,-329.31,0.49,0.12,0.37,0.23,0.13,0.15,1343.9,2025-12-01T05:53:38.457979
15100,-104.77,0.49,0.23,0.26,0.31,0.09,0.11,1156.3,2025-12-01T06:00:18.889548
15200,-179.25,0.50,0.21,0.29,0.25,0.10,0.15,1185.5,2025-12-01T06:04:01.803086
15300,-114.75,0.49,0.23,0.26,0.32,0.06,0.13,1162.0,2025-12-01T06:07:41.384211
15400,-184.44,0.48,0.15,0.33,0.29,0.15,0.08,1192.9,2025-12-01T06:11:27.425540
15500,-236.41,0.37,0.13,0.24,0.25,0.20,0.18,1219.5,2025-12-01T06:15:16.119997
15600,-183.78,0.37,0.21,0.16,0.26,0.17,0.20,1203.6,2025-12-01T06:22:24.646821
15700,-281.27,0.51,0.18,0.33,0.19,0.12,0.18,1279.0,2025-12-01T06:26:24.251530
15800,-349.54,0.47,0.10,0.37,0.21,0.16,0.16,1352.6,2025-12-01T06:30:36.710939
15900,-287.10,0.48,0.17,0.31,0.20,0.16,0.16,1287.2,2025-12-01T06:34:37.867449
16000,-342.83,0.60,0.13,0.47,0.16,0.07,0.17,1308.8,2025-12-01T06:38:42.968943
16100,-209.49,0.47,0.20,0.27,0.25,0.13,0.15,1226.6,2025-12-01T06:45:56.098005
16200,-210.57,0.44,0.20,0.24,0.25,0.17,0.14,1230.9,2025-12-01T06:49:47.329217
16300,-277.97,0.43,0.18,0.25,0.20,0.23,0.14,1296.4,2025-12-01T06:53:51.139697
16400,-298.77,0.53,0.23,0.30,0.12,0.12,0.23,1290.0,2025-12-01T06:57:52.465194
16500,-261.97,0.51,0.22,0.29,0.20,0.11,0.18,1288.2,2025-12-01T07:01:55.267518
16600,-99.03,0.42,0.21,0.21,0.37,0.06,0.15,1145.4,2025-12-01T07:07:55.086981
16700,-242.31,0.60,0.23,0.37,0.21,0.10,0.09,1303.4,2025-12-01T07:11:59.572950
16800,-90.83,0.58,0.36,0.22,0.21,0.08,0.13,1125.4,2025-12-01T07:15:33.127146
16900,-219.10,0.60,0.25,0.35,0.20,0.11,0.09,1259.0,2025-12-01T07:19:29.535718
17000,-137.92,0.44,0.18,0.26,0.37,0.09,0.10,1199.2,2025-12-01T07:23:16.412760
17100,-244.55,0.57,0.20,0.37,0.22,0.10,0.11,1255.6,2025-12-01T07:30:34.221733
17200,-298.00,0.47,0.19,0.28,0.20,0.14,0.19,1338.2,2025-12-01T07:34:43.717634
17300,-255.17,0.53,0.16,0.37,0.24,0.11,0.12,1281.5,2025-12-01T07:38:44.383635
17400,-267.32,0.48,0.16,0.32,0.22,0.19,0.11,1279.2,2025-12-01T07:42:44.848131
17500,-327.57,0.56,0.13,0.43,0.19,0.14,0.11,1324.0,2025-12-01T07:46:53.660389
17600,-225.28,0.50,0.22,0.28,0.22,0.09,0.19,1261.8,2025-12-01T07:52:26.254157
17700,-213.99,0.53,0.26,0.27,0.21,0.14,0.12,1267.2,2025-12-01T07:56:24.311694
17800,-283.89,0.63,0.20,0.43,0.19,0.08,0.10,1292.6,2025-12-01T08:00:27.452742
17900,-315.75,0.57,0.19,0.38,0.16,0.14,0.13,1331.4,2025-12-01T08:04:35.826261
18000,-306.18,0.54,0.14,0.40,0.19,0.18,0.09,1288.9,2025-12-01T08:08:37.506965
18100,-219.41,0.49,0.21,0.28,0.24,0.13,0.14,1254.0,2025-12-01T08:15:55.868755
18200,-225.88,0.53,0.18,0.35,0.24,0.11,0.12,1222.1,2025-12-01T08:19:46.574379
18300,-347.64,0.55,0.13,0.42,0.19,0.05,0.21,1345.8,2025-12-01T08:23:59.420719
18400,-249.13,0.55,0.19,0.36,0.22,0.10,0.13,1254.2,2025-12-01T08:27:55.465420
18500,-438.00,0.46,0.09,0.37,0.13,0.18,0.23,1402.9,2025-12-01T08:32:16.927298
18600,-169.50,0.50,0.23,0.27,0.27,0.15,0.08,1213.0,2025-12-01T08:39:12.032441
18700,-216.18,0.41,0.15,0.26,0.29,0.20,0.10,1245.3,2025-12-01T08:43:05.714814
18800,-276.43,0.52,0.14,0.38,0.24,0.11,0.13,1286.5,2025-12-01T08:47:06.375168
18900,-367.81,0.50,0.09,0.41,0.20,0.15,0.15,1360.9,2025-12-01T08:51:19.969421
19000,-400.39,0.50,0.04,0.46,0.21,0.12,0.17,1378.2,2025-12-01T08:55:36.614195
19100,-85.98,0.56,0.30,0.26,0.28,0.10,0.06,1143.2,2025-12-01T09:02:38.820576
19200,-141.25,0.55,0.26,0.29,0.26,0.04,0.15,1164.9,2025-12-01T09:06:21.528260
19300,-214.41,0.59,0.22,0.37,0.21,0.11,0.09,1228.2,2025-12-01T09:10:16.825719
19400,-168.28,0.53,0.24,0.29,0.24,0.12,0.11,1199.2,2025-12-01T09:14:06.815187
19500,-178.48,0.49,0.26,0.23,0.22,0.14,0.15,1201.8,2025-12-01T09:17:59.359926
19600,-220.93,0.40,0.13,0.27,0.30,0.13,0.17,1235.6,2025-12-01T09:25:15.403814
19700,-198.71,0.51,0.21,0.30,0.24,0.10,0.15,1224.8,2025-12-01T09:29:05.246675
19800,-139.28,0.52,0.27,0.25,0.26,0.09,0.13,1186.5,2025-12-01T09:32:50.155327
19900,-209.31,0.50,0.19,0.31,0.25,0.10,0.15,1230.2,2025-12-01T09:36:42.116910
20000,-266.93,0.69,0.23,0.46,0.16,0.07,0.08,1279.2,2025-12-01T09:40:42.325148
20100,-230.10,0.44,0.17,0.27,0.26,0.18,0.12,1255.4,2025-12-01T09:46:38.499088
20200,-317.57,0.45,0.14,0.31,0.17,0.12,0.26,1288.2,2025-12-01T09:50:40.620599
20300,-257.98,0.55,0.20,0.35,0.22,0.12,0.11,1297.5,2025-12-01T09:54:46.724757
20400,-359.50,0.57,0.09,0.48,0.20,0.14,0.09,1360.5,2025-12-01T09:59:02.463870
20500,-359.82,0.53,0.12,0.41,0.16,0.15,0.16,1357.5,2025-12-01T10:03:18.802273
20600,-57.29,0.32,0.20,0.12,0.39,0.15,0.14,1096.1,2025-12-01T10:10:10.854073
20700,-50.47,0.46,0.32,0.14,0.29,0.13,0.12,1094.4,2025-12-01T10:13:40.682227
20800,-86.14,0.42,0.25,0.17,0.31,0.10,0.17,1106.3,2025-12-01T10:17:13.593075
20900,-198.34,0.40,0.20,0.20,0.25,0.17,0.18,1221.1,2025-12-01T10:21:06.721341
21000,-158.54,0.61,0.35,0.26,0.15,0.12,0.12,1202.0,2025-12-01T10:24:54.016485
21100,-245.66,0.49,0.14,0.35,0.27,0.16,0.08,1281.0,2025-12-01T10:32:20.202073
21200,-143.79,0.48,0.23,0.25,0.30,0.14,0.08,1195.8,2025-12-01T10:36:09.040214
21300,-266.35,0.48,0.16,0.32,0.25,0.11,0.16,1306.0,2025-12-01T10:40:13.960471
21400,-149.97,0.36,0.12,0.24,0.41,0.11,0.12,1187.9,2025-12-01T10:44:00.742102
21500,-286.46,0.57,0.17,0.40,0.19,0.14,0.10,1302.5,2025-12-01T10:48:07.598760
21600,-50.03,0.47,0.28,0.19,0.33,0.07,0.13,1099.2,2025-12-01T10:53:52.053565
21700,-139.33,0.46,0.26,0.20,0.24,0.15,0.15,1167.1,2025-12-01T10:57:31.527386
21800,-93.25,0.48,0.24,0.24,0.32,0.07,0.13,1123.9,2025-12-01T11:01:06.325270
21900,-134.16,0.38,0.19,0.19,0.33,0.16,0.13,1166.5,2025-12-01T11:04:48.905591
22000,-234.35,0.49,0.16,0.33,0.25,0.13,0.13,1252.8,2025-12-01T11:08:47.240083
22100,-126.66,0.46,0.22,0.24,0.31,0.05,0.18,1158.7,2025-12-01T11:15:50.913460
22200,-103.47,0.36,0.14,0.22,0.43,0.09,0.12,1163.6,2025-12-01T11:19:29.751558
22300,-208.81,0.46,0.21,0.25,0.24,0.20,0.10,1249.4,2025-12-01T11:23:23.257837
22400,-268.92,0.40,0.14,0.26,0.26,0.13,0.21,1290.3,2025-12-01T11:27:24.875522
22500,-338.15,0.45,0.09,0.36,0.21,0.18,0.16,1324.8,2025-12-01T11:31:32.302628
22600,-299.50,0.51,0.15,0.36,0.20,0.15,0.14,1307.5,2025-12-01T11:38:51.951693
22700,-248.19,0.45,0.18,0.27,0.24,0.13,0.18,1278.1,2025-12-01T11:42:51.061656
22800,-99.08,0.44,0.21,0.23,0.35,0.13,0.08,1154.5,2025-12-01T11:46:28.424459
22900,-94.55,0.37,0.22,0.15,0.35,0.14,0.14,1141.3,2025-12-01T11:50:04.051740
23000,-113.39,0.54,0.29,0.25,0.26,0.10,0.10,1165.2,2025-12-01T11:53:43.768845
23100,-51.62,0.69,0.45,0.24,0.12,0.12,0.07,1058.9,2025-12-01T12:00:27.995785
23200,-188.81,0.56,0.29,0.27,0.18,0.12,0.14,1231.6,2025-12-01T12:04:19.440471
23300,-164.79,0.56,0.34,0.22,0.15,0.15,0.14,1188.9,2025-12-01T12:08:03.035240
23400,-223.53,0.51,0.27,0.24,0.17,0.15,0.17,1258.5,2025-12-01T12:11:59.035470
23500,-337.00,0.46,0.17,0.29,0.15,0.12,0.27,1343.8,2025-12-01T12:16:08.734500
23600,-292.58,0.55,0.20,0.35,0.15,0.13,0.17,1287.2,2025-12-01T12:23:31.847162
23700,-308.66,0.57,0.20,0.37,0.13,0.13,0.17,1312.3,2025-12-01T12:27:36.172159
23800,-217.68,0.54,0.27,0.27,0.16,0.13,0.17,1225.5,2025-12-01T12:31:25.924722
23900,-136.27,0.50,0.26,0.24,0.24,0.09,0.17,1145.9,2025-12-01T12:35:01.796941
24000,-225.05,0.56,0.20,0.36,0.18,0.18,0.08,1212.2,2025-12-01T12:38:48.583382
24100,-173.97,0.63,0.35,0.28,0.11,0.10,0.16,1180.0,2025-12-01T12:45:53.115595
24200,-107.56,0.59,0.39,0.20,0.14,0.11,0.16,1119.4,2025-12-01T12:49:23.940297
24300,-26.36,0.64,0.47,0.17,0.17,0.07,0.12,1082.8,2025-12-01T12:52:49.282422
24400,-81.34,0.64,0.42,0.22,0.15,0.10,0.11,1117.9,2025-12-01T12:56:20.805227
24500,-16.86,0.62,0.45,0.17,0.16,0.10,0.12,1029.7,2025-12-01T12:59:36.215019
24600,-48.30,0.60,0.43,0.17,0.18,0.09,0.13,1106.5,2025-12-01T13:05:36.578497
24700,-50.60,0.51,0.36,0.15,0.24,0.09,0.16,1072.6,2025-12-01T13:09:00.366952
24800,-171.39,0.49,0.26,0.23,0.20,0.10,0.21,1170.4,2025-12-01T13:12:40.763060
24900,-131.06,0.60,0.34,0.26,0.18,0.08,0.14,1154.5,2025-12-01T13:16:18.114951
25000,-175.57,0.59,0.32,0.27,0.17,0.10,0.14,1217.1,2025-12-01T13:20:06.942154
25100,-195.43,0.55,0.26,0.29,0.20,0.12,0.13,1224.8,2025-12-01T13:27:18.171645
25200,-281.68,0.59,0.23,0.36,0.14,0.11,0.16,1291.4,2025-12-01T13:31:19.531689
25300,-209.16,0.63,0.29,0.34,0.15,0.06,0.16,1219.9,2025-12-01T13:35:08.474781
25400,-257.00,0.64,0.25,0.39,0.12,0.12,0.12,1255.0,2025-12-01T13:39:04.319959
25500,-223.72,0.61,0.33,0.28,0.09,0.11,0.19,1236.0,2025-12-01T13:42:56.456918
25600,-172.56,0.55,0.31,0.24,0.17,0.16,0.12,1210.4,2025-12-01T13:48:15.118007
25700,-252.52,0.61,0.32,0.29,0.09,0.12,0.18,1278.8,2025-12-01T13:52:14.726213
25800,-84.58,0.57,0.39,0.18,0.18,0.07,0.18,1121.8,2025-12-01T13:55:46.308529
25900,-183.32,0.53,0.30,0.23,0.18,0.11,0.18,1220.5,2025-12-01T13:59:35.395981
26000,-250.91,0.55,0.25,0.30,0.13,0.17,0.15,1260.4,2025-12-01T14:03:30.661488
26100,-151.90,0.57,0.30,0.27,0.20,0.13,0.10,1188.4,2025-12-01T14:10:39.180744
26200,-173.50,0.61,0.39,0.22,0.11,0.13,0.15,1223.0,2025-12-01T14:14:32.520397
26300,-159.32,0.58,0.30,0.28,0.19,0.13,0.10,1194.6,2025-12-01T14:18:20.576587
26400,-122.57,0.66,0.38,0.28,0.15,0.10,0.09,1173.9,2025-12-01T14:22:05.135890
26500,-116.83,0.54,0.29,0.25,0.24,0.09,0.13,1147.5,2025-12-01T14:25:45.587281
26600,-269.20,0.41,0.22,0.19,0.15,0.24,0.20,1275.1,2025-12-01T14:32:41.837726
26700,-258.84,0.51,0.26,0.25,0.13,0.18,0.18,1283.2,2025-12-01T14:36:41.007729
26800,-193.88,0.53,0.29,0.24,0.19,0.08,0.20,1230.7,2025-12-01T14:40:33.579174
26900,-149.75,0.54,0.29,0.25,0.22,0.11,0.13,1191.5,2025-12-01T14:44:18.881733
27000,-211.52,0.54,0.28,0.26,0.15,0.14,0.17,1221.0,2025-12-01T14:48:08.770135
27100,-117.36,0.60,0.32,0.28,0.25,0.07,0.08,1215.2,2025-12-01T14:55:19.640582
27200,-236.75,0.63,0.29,0.34,0.11,0.14,0.12,1264.5,2025-12-01T14:59:15.659499
27300,-205.41,0.53,0.29,0.24,0.16,0.11,0.20,1229.6,2025-12-01T15:03:06.109327
27400,-235.46,0.51,0.22,0.29,0.17,0.14,0.18,1237.1,2025-12-01T15:06:58.312421
27500,-246.80,0.54,0.22,0.32,0.18,0.13,0.15,1258.6,2025-12-01T15:10:56.376249
27600,-264.18,0.53,0.28,0.25,0.10,0.19,0.18,1290.1,2025-12-01T15:17:25.256638
27700,-240.82,0.47,0.22,0.25,0.19,0.18,0.16,1251.3,2025-12-01T15:21:23.671715
27800,-236.27,0.64,0.28,0.36,0.10,0.14,0.12,1233.0,2025-12-01T15:25:18.835332
27900,-22.38,0.62,0.42,0.20,0.23,0.08,0.07,1076.6,2025-12-01T15:28:46.080522
